MaddeID,SiraNo,Bolum,StandartGrubu,KaynakTuru,StandartMaddeNo,KontrolBasligi,DenetciYonlendirmesi,YontemKodu,DogrulamaYontemi,HazirSecenekler,Olcu1Adi,Olcu1Birimi,Olcu2Adi,Olcu2Birimi,TahrikKosulu,MDKosulu,EsikDeger,EsikOperator,Aktif,AranmazKosulu,GorselReferansi,OlcumTanimlariJSON,OtomatikAranmazKuraliJSON,ResmiMaddeMetni,KaynakFormKodu,KaynakFormRevizyonu,KaynakFormTabloNo,KaynakFormSatirNo,DenetimProfilleriJSON,KaynakFormBolumu,KaynakFormAltGrubu
MAD-0633,633,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.9.3.8.2,Hidrolik asansörün gerçek seyir hızı toleransı,"Boş kabinin yukarı yöndeki hızı anma hızı vm'yi %8'den fazla aşmamalı ve anma yükü ile yüklü kabinin aşağı yönde hızı aşağı yönde anma hızı vd'yi %8'den fazla aşmamalıdır; her iki durumda da bu, hidrolik sıvısının normal çalışma sıcaklığı ile ilgilidir.","A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,null,null,null,Hidrolik,null,null,null,true,null,null,[],null,"Boş kabinin yukarı yöndeki hızı anma hızı vm'yi %8'den fazla aşmamalı ve anma yükü ile yüklü kabinin aşağı yönde hızı aşağı yönde anma hızı vd'yi %8'den fazla aşmamalıdır; her iki durumda da bu, hidrolik sıvısının normal çalışma sıcaklığı ile ilgilidir.",ÜB.FR.38,R.04,11,401,"[""modul_g_tam""]",HİDROLİK ASANSÖRLERİN KONTROL VE TESTLERİ ASANSÖR HİDROLİK DEĞİLSE İŞARETLEYİNİZ; İLGİLİ DEĞİL,null
MAD-0634,634,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.2.2.3,Özel mülk üzerinden bakım ve kurtarma erişimi,"Bakım ve kurtarma amacıyla asansöre erişim özel mülk üzerinden gerçekleştiriliyorsa, yetkilendirilmiş kişilerin bu mülklere kalıcı erişimi ve ilgili talimatlar sağlanmalıdır.","A,E",Görsel + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Bakım ve kurtarma amacıyla asansöre erişim özel mülk üzerinden gerçekleştiriliyorsa, yetkilendirilmiş kişilerin bu mülklere kalıcı erişimi ve ilgili talimatlar sağlanmalıdır.",ÜB.FR.38,R.04,11,403,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0635,635,04 - Makine ve Şase,81-20,Standart / ÜB.FR.38,5.2.3.2 b,Makara dairesi erişim kapısının net ölçüleri,"Makara dairesi bulunuyorsa erişim kapısının net yüksekliği en az 1400 mm, net genişliği en az 600 mm olmalıdır. Makara dairesi yoksa Aranmaz olarak değerlendirin.","A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,Ölçü 1,m,Ölçü 2,m,null,null,1.4,>=,true,null,null,[],null,"Makara dairesi varsa, erişim kapıları asgari 1,40 m yüksekliğe ve asgari 0,60 m genişliği sahip olmalıdır.",ÜB.FR.38,R.04,11,404,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0636,636,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.3.6.2.2.2,Sürekli basmalı kumandalı kapının kapanma hızı ve enerjisi,"Otomatik olmayan, güçle çalışan bir kapı sürekli basmalı butonla kapanıyorsa ve kapının kinetik enerjisi 10 joule değerini aşıyorsa en hızlı panelin ortalama kapanma hızı 0,30 m/s değerini aşmamalıdır.","A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçü 1,m/s,null,null,null,null,null,null,true,null,null,[],null,"Otomatik olmayan güçle çalışan kapılar da kapının kapanması, sürekli basmalı buton ile gerçekleştiğinde ve kinetik enerji 10 j’u aştığında, en hızlı panelin ortalama kapama hızı 0,30 m/s’ye sınırlandırılmalıdır.",ÜB.FR.38,R.04,11,405,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0637,637,04 - Makine ve Şase,81-20,Standart / ÜB.FR.38,5.2.3.2 c,Makine veya makara dairesi giriş kapağının net ölçüleri,"Makine/makara dairesi giriş kapağı (yerden erişilen, kapak tipi geçiş) varsa en az 0,80 x 0,80 m net geçiş sağladığını ölçün. ""Karşı ağırlıkla dengelenmiş"" ifadesi, kapağın kendiliğinden çarpıp kapanmaması veya ağırlığından dolayı zor açılmaması için bir karşı ağırlık/yay mekanizmasıyla dengelenmiş olması gerektiği anlamına gelir; bu mekanizmanın mevcut ve çalışır durumda olduğunu kontrol edin.","A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,Ölçü 1,m,null,null,null,null,null,null,true,null,null,[],null,"Makine/makara dairesi giriş kapağı varsa, en az 0,80 x 0,80 m net geçişi sağlamalı ve karşı ağırlıkla dengelenmiş olmalıdır.",ÜB.FR.38,R.04,11,406,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0638,638,04 - Makine ve Şase,81-20,Standart / ÜB.FR.38,5.2.3.2 d,Acil durum kapısının net ölçüleri,"Acil durum kapısı varsa, yükseklik asgari 1,80 m ve genişlik asgari 0,50 m olmalıdır.","A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,Ölçü 1,m,Ölçü 2,m,null,null,1.8,>=,true,null,null,[],null,"Acil durum kapısı varsa, yükseklik asgari 1,80 m ve genişlik asgari 0,50 m olmalıdır.",ÜB.FR.38,R.04,11,407,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0639,639,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.2.3.3 e,Muayene kapağının ölçüleri,"Muayene kapağı varsa, 0,50 m azami yüksekliğe ve 0,50 m azami genişliğe sahip olmalı ve gerekli işin kapaktan yapılabilmesi için yeterli boyutlara sahip olmalıdır.","A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,Ölçü 1,m,null,null,null,null,null,null,true,null,null,[],null,"Muayene kapağı varsa, 0,50 m azami yüksekliğe ve 0,50 m azami genişliğe sahip olmalı ve gerekli işin kapaktan yapılabilmesi için yeterli boyutlara sahip olmalıdır.",ÜB.FR.38,R.04,11,408,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0640,640,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.2.3.3,"Giriş, acil durum ve muayene kapaklarının güvenlik şartları","Giriş ve acil durum kapısı ve muayene kapağı varsa özellikleri; a) kuyu, makine veya makara odasının içine doğru açılmamalıdır; b) bu kapı ve kapaklar için anahtarla çalışan bir kilit sağlanmalı, bu anahtar olmadan kapı tekrar kapatılabilmeli ve tekrar kilitlenebilmelidir; c) kuyu, makine veya makara odası; içinden kilitli olsalar dahi anahtarsız açılabilmelidir; d) kapatılmış konumu kontrol eden, bir elektrik güvenlik aygıtı ile donatılmalıdır; e) deliksiz olmalı, durak kapıları ile aynı mekanik dayanımı gerekliliklerini karşılamalı ve ilgili binanın yangından korunmasına ilişkin düzenlemelere uygun olmalıdır; f) yuvarlak veya kare kesitli 0,30 m x 0,30 m'lik bir alana eşit olarak dağıtılmış 1000 N'luk bir kuvvet, kuyu dışından herhangi bir noktada dik açılarla uygulandığında, 15 mm’den daha büyük elastik deformasyona uğramadan dayanım gösterecek bir mekanik dayanıma sahip olmalıdır.","A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,Ölçü 1,m,Ölçü 2,N,null,null,null,null,true,null,null,[],null,"Giriş ve acil durum kapısı ve muayene kapağı varsa özellikleri; a) kuyu, makine veya makara odasının içine doğru açılmamalıdır; b) bu kapı ve kapaklar için anahtarla çalışan bir kilit sağlanmalı, bu anahtar olmadan kapı tekrar kapatılabilmeli ve tekrar kilitlenebilmelidir; c) kuyu, makine veya makara odası; içinden kilitli olsalar dahi anahtarsız açılabilmelidir; d) kapatılmış konumu kontrol eden, bir elektrik güvenlik aygıtı ile donatılmalıdır; e) deliksiz olmalı, durak kapıları ile aynı mekanik dayanımı gerekliliklerini karşılamalı ve ilgili binanın yangından korunmasına ilişkin düzenlemelere uygun olmalıdır; f) yuvarlak veya kare kesitli 0,30 m x 0,30 m'lik bir alana eşit olarak dağıtılmış 1000 N'luk bir kuvvet, kuyu dışından herhangi bir noktada dik açılarla uygulandığında, 15 mm’den daha büyük elastik deformasyona uğramadan dayanım gösterecek bir mekanik dayanıma sahip olmalıdır.",ÜB.FR.38,R.04,11,409,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0641,641,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.2.3.4,Makine veya makara alanı giriş kapakları,Giriş kapağı varsa şu hususları kontrol edin: kapalıyken herhangi bir noktasındaki 200 mm × 200 mm alana uygulanan 2000 N yüke dayanması; aşağı doğru açılmaması; menteşeli kapağın yerinden çıkarılamaması; açıkken düşmeye karşı koruma bulunması ve kapağın kontrolsüz kapanmasının önlenmesi. Yalnız malzeme girişi için kullanılan kapak içeriden kilitlenebilir.,"A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,Ölçü 1,cm,Ölçü 2,N,null,null,null,null,true,null,null,[],null,"Giriş kapakları varsa özellikleri; - Kapalı olduğunda, herhangi bir yerde 20x20 cm alan üzerinde 2000N yükü taşıyabilmelidir. - Kapaklar aşağı doğru açılmamalı, menteşeler varsa kancadan çıkarılamayacak tipte olmalıdır. - Sadece malzeme girişi için kullanılan kapaklar, içeriden kilitlenmiş olabilir. - Kapak açık iken, insanların düşmesine karşı tedbirler alınmalıdır. (örneğin korkuluk) - Kapakların kapanması ezilme/çarpma tehlikesinden dolayı önlenmelidir. (örn. karşı ağırlık)",ÜB.FR.38,R.04,11,410,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0642,642,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.2.4.1,Giriş kapağı düşme tehlikesi uyarısı,Kapakların kullanılması halinde uyarı yazısı (Düşme tehlikesi – Çatı kapağını kapalı tutunuz),"A,E",Görsel + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Kapakların kullanılması halinde uyarı yazısı (Düşme tehlikesi – Çatı kapağını kapalı tutunuz),ÜB.FR.38,R.04,11,411,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0643,643,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.2.4.2,Kuyu giriş ve acil durum kapısı uyarısı,"Giriş kapısı/acil durum kapısı varsa, uyarı yazısı olmalıdır. (Asansör kuyusu-Tehlikeli Yetkisiz kişilerin girişi yasaktır)","A,E",Görsel + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Giriş kapısı/acil durum kapısı varsa, uyarı yazısı olmalıdır. (Asansör kuyusu-Tehlikeli Yetkisiz kişilerin girişi yasaktır)",ÜB.FR.38,R.04,11,412,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0644,644,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.4.6.1,Kabin üstü acil durum kapağının net açıklığı,"Kabin üstüne bir acil durum kapağı monte edildiği yerlerde, bu kapak asgari 0,40 m × 0,50 m boyutlarında net açıklığa sahip olmalıdır.Yeterli alan olduğunda, 0,50 m x 0,70 m boyutlarındaki bir çatı kapağı tercih edilir.","A,C,D,E",Görsel + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçü 1,m,Ölçü 2,m,null,null,0.4,>=,true,null,null,[],null,"Kabin üstüne bir acil durum kapağı monte edildiği yerlerde, bu kapak asgari 0,40 m × 0,50 m boyutlarında net açıklığa sahip olmalıdır.Yeterli alan olduğunda, 0,50 m x 0,70 m boyutlarındaki bir çatı kapağı tercih edilir.",ÜB.FR.38,R.04,11,413,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0645,645,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.2.3.1,Uzun durak aralığında acil tahliye düzeni,"Art arda gelen durak kapısı eşikleri arasındaki mesafenin 11 m’yi aştığı durumlarda, ara acil durum kapıları veya acil durum kapılarıyla donatılmış birbirine komşu (ardışık) kabinler olmalıdır.","A,C,E",Görsel + Ölçüm + Talimat/İşaret,null,Ölçü 1,m,null,null,null,null,null,null,true,null,null,[],null,"Art arda gelen durak kapısı eşikleri arasındaki mesafenin 11 m’yi aştığı durumlarda, ara acil durum kapıları veya acil durum kapılarıyla donatılmış birbirine komşu (ardışık) kabinler olmalıdır.",ÜB.FR.38,R.04,11,414,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0646,646,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.4.6.2,Bitişik kabinler arasındaki acil durum kapısı,"Bitişik kabinler olması durumunda acil durum kapıları, ancak kabinler arasındaki yatay mesafenin 1 m'yi aşmaması kaydıyla kullanılabilir.Bu durumda her kabin, insanların kurtarılmak üzere alınacağı bitişik kabinin, kurtarma işleminingerçekleşeceği seviyeye getirilmesini olanaklı kılmak için, söz konusu bitişik kabinin konumunu belirlemeye yönelik bir araç ile donatılmalıdır. Kurtarma durumunda, kabin acil durum kapıları arasındaki mesafenin 0,35 m'den fazla olduğu yerlerde, korkulukları olan ve en az 0,50 m eninde fakat acil durum kapısının açıklığına sığacak kadar yeterli boşluğa sahip, portatif/seyyar bir köprü veya kabine entegre edilmiş bir köprü bulunmalıdır. Köprü, asgari 2500 N'luk bir kuvveti taşıyacak şekilde tasarlanmalıdır. Köprü portatif/seyyar ise, kurtarmanın gerçekleşeceği binanın içinde muhafaza edilmelidir. Köprünün kullanımı, kullanma talimatında tarif edilmelidir. Acil durum kapıları mevcutsa, bunlar en az 1,80 m yüksekliğinde ve 0,40 m genişliğinde olmalıdır.","A,C,D,E",Görsel + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçü 1,m,Ölçü 2,m,null,null,0.5,>=,true,null,null,[],null,"Bitişik kabinler olması durumunda acil durum kapıları, ancak kabinler arasındaki yatay mesafenin 1 m'yi aşmaması kaydıyla kullanılabilir.Bu durumda her kabin, insanların kurtarılmak üzere alınacağı bitişik kabinin, kurtarma işleminingerçekleşeceği seviyeye getirilmesini olanaklı kılmak için, söz konusu bitişik kabinin konumunu belirlemeye yönelik bir araç ile donatılmalıdır. Kurtarma durumunda, kabin acil durum kapıları arasındaki mesafenin 0,35 m'den fazla olduğu yerlerde, korkulukları olan ve en az 0,50 m eninde fakat acil durum kapısının açıklığına sığacak kadar yeterli boşluğa sahip, portatif/seyyar bir köprü veya kabine entegre edilmiş bir köprü bulunmalıdır. Köprü, asgari 2500 N'luk bir kuvveti taşıyacak şekilde tasarlanmalıdır. Köprü portatif/seyyar ise, kurtarmanın gerçekleşeceği binanın içinde muhafaza edilmelidir. Köprünün kullanımı, kullanma talimatında tarif edilmelidir. Acil durum kapıları mevcutsa, bunlar en az 1,80 m yüksekliğinde ve 0,40 m genişliğinde olmalıdır.",ÜB.FR.38,R.04,11,415,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0647,647,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.4.6.3,Kabin acil durum kapak ve kapılarının güvenlik şartları,"Acil durum çatı kapakları veya kapılar monte edilmişse özellikleri; -Acil durum çatı kapakları ve kapılarında bir elle kilitleme aracı bulunmalıdır. -Acil durum çatı kapakları kabin dışından anahtar olmadan, kabin içinden ise üçgen bir anahtar ile açılmalıdır. -Acil durum çatı kapakları kabinin içine doğru açılmamalıdır. -Açık konumdaki acil durum çatı kapakları, kabinin kenarından dışarı çıkıntı yapmamalıdır. -Acil durum kapıları, kabin dışından anahtar olmadan, kabin içinden ise üçgen bir anahtar kullanılarak açılabilmelidir. -Acil durum kapıları kabinin dışına doğru açılmamalıdır. -Acil durum kapıları, bir karşı ağırlığın veya bir dengeleme ağırlığının yolu üzerine veya bir kabinden diğerine geçişi engelleyen sabit bir engelin önüne (kabinleri ayıran kirişler hariç) yerleştirilmemelidir. -Acil durum çatı kapakları ve kapılarında kilitleme, bir elektrik güvenlik aygıtı aracılığıyla onaylanmalıdır. -Acil durum kapılarında bu aygıt, kilit açıldığında bitişik asansörü de durdurmalıdır. -Asansörün yeniden hizmete girmesi, yalnızca kasıtlı olarak yeniden kilitlemeden sonra mümkün olmalıdır.","A,C,D,E",Görsel + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Acil durum çatı kapakları veya kapılar monte edilmişse özellikleri; -Acil durum çatı kapakları ve kapılarında bir elle kilitleme aracı bulunmalıdır. -Acil durum çatı kapakları kabin dışından anahtar olmadan, kabin içinden ise üçgen bir anahtar ile açılmalıdır. -Acil durum çatı kapakları kabinin içine doğru açılmamalıdır. -Açık konumdaki acil durum çatı kapakları, kabinin kenarından dışarı çıkıntı yapmamalıdır. -Acil durum kapıları, kabin dışından anahtar olmadan, kabin içinden ise üçgen bir anahtar kullanılarak açılabilmelidir. -Acil durum kapıları kabinin dışına doğru açılmamalıdır. -Acil durum kapıları, bir karşı ağırlığın veya bir dengeleme ağırlığının yolu üzerine veya bir kabinden diğerine geçişi engelleyen sabit bir engelin önüne (kabinleri ayıran kirişler hariç) yerleştirilmemelidir. -Acil durum çatı kapakları ve kapılarında kilitleme, bir elektrik güvenlik aygıtı aracılığıyla onaylanmalıdır. -Acil durum kapılarında bu aygıt, kilit açıldığında bitişik asansörü de durdurmalıdır. -Asansörün yeniden hizmete girmesi, yalnızca kasıtlı olarak yeniden kilitlemeden sonra mümkün olmalıdır.",ÜB.FR.38,R.04,11,416,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0648,648,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,Yangın Yönetmeliği 62-5,Yangın algısında asansörün acil çıkış katına dönüşü,"Yüksek binalarda ve topluma açık yapılarda,yangın algılandığında, asansör kapıları açılmaksızın olduğu yerden otomatik olarak acil çıkış katına gitmeli ve kapıları açık beklemeli, normal çağrılara yanıt vermemeli, gerektiğinde yetkili kişi tarafından kullanılabilmelidir.","A,C",Görsel + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Yüksek binalarda ve topluma açık yapılarda,yangın algılandığında, asansör kapıları açılmaksızın olduğu yerden otomatik olarak acil çıkış katına gitmeli ve kapıları açık beklemeli, normal çağrılara yanıt vermemeli, gerektiğinde yetkili kişi tarafından kullanılabilmelidir.",ÜB.FR.38,R.04,11,417,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0649,649,02 - Kuyu Boyunca,81-20,Standart / ÜB.FR.38,Yangın Yönetmeliği 62-7,Asansör kapılarının yangın ve duman dayanımı,- Asansör kapıları yangına karşı en az 30 dk. dayanıklı ve duman sızdırmaz olmalıdır. - Yapı yüksekliği 51.5m’yi aşarsa kapılar yangına en az 60dk. dayanıklı ve duman sızdırmaz olmalıdır.,"A,B",Görsel + Test,null,null,null,null,null,null,null,null,null,true,null,null,[],null,- Asansör kapıları yangına karşı en az 30 dk. dayanıklı ve duman sızdırmaz olmalıdır. - Yapı yüksekliği 51.5m’yi aşarsa kapılar yangına en az 60dk. dayanıklı ve duman sızdırmaz olmalıdır.,ÜB.FR.38,R.04,11,419,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
MAD-0650,650,05 - Elektrik ve Test,81-20,Standart / ÜB.FR.38,5.2.1.2.1,Kuyu ve makine alanlarının yalnız asansör amaçlı kullanılması,"Kuyu, makine ve makara daireleri, asansörlere yönelik amaçlar dışında farklı amaçlar için kullanılmamalıdır. Bu alanlar, asansör için teşkil edilenler dışında kanallar, kablolar veya aygıtlar barındırmamalıdır. Asansör kuyusu, makine ve makara daireleri; bununla birlikte aşağıdakileri de barındırabilir: a) buharlı ısıtma ve yüksek basınçlı su ısıtma hariç, bu alanların iklimlendirilmesi veya ısıtılması için gerekli donanım. Ancak, ısıtma donanımının herhangi bir kontrol ve ayar aygıtı kuyu dışına yerleştirilmelidir. b) Yüksek çalışma sıcaklığına (ör. 80°C'nin üzerinde) sahip, elektrikli donanım için uygun ve kazara darbelere karşı uygun şekilde korunmuş yangın detektörleri veya söndürücüler.","A,B,C,D,E",Görsel + Test + Ölçüm + Çizim/Hesap + Talimat/İşaret,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"Kuyu, makine ve makara daireleri, asansörlere yönelik amaçlar dışında farklı amaçlar için kullanılmamalıdır. Bu alanlar, asansör için teşkil edilenler dışında kanallar, kablolar veya aygıtlar barındırmamalıdır. Asansör kuyusu, makine ve makara daireleri; bununla birlikte aşağıdakileri de barındırabilir: a) buharlı ısıtma ve yüksek basınçlı su ısıtma hariç, bu alanların iklimlendirilmesi veya ısıtılması için gerekli donanım. Ancak, ısıtma donanımının herhangi bir kontrol ve ayar aygıtı kuyu dışına yerleştirilmelidir. b) Yüksek çalışma sıcaklığına (ör. 80°C'nin üzerinde) sahip, elektrikli donanım için uygun ve kazara darbelere karşı uygun şekilde korunmuş yangın detektörleri veya söndürücüler.",ÜB.FR.38,R.04,11,420,"[""modul_g_tam""]",KONTROL EDİLECEK EK MADDELER (ÖZEL DURUMLAR),null
